Origem,Origem (IATA),Origem (ICAO),Saida,Chegada,Destino,Destino (IATA),Destino (ICAO),Periodo,Frequencia
Congonhas,CGH,SBSP,14:25,15:35,Navegantes,NVT,SBNF,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,16:05,17:15,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,17:25,18:40,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,07:00,08:45,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado
Congonhas,CGH,SBSP,08:15,10:00,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,08:15,10:00,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,09:05,10:50,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,11:00,12:50,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,CGH,SBSP,14:40,16:25,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,15:25,17:10,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo
Congonhas,CGH,SBSP,15:45,17:30,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,16:40,18:25,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,17:40,19:20,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,19:25,21:15,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,20:20,22:10,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,12:00,13:20,Presidente Prudente,PPB,SBDN,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,08:05,09:20,Ribeirão Preto,RAO,SBRP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,16:55,18:00,Ribeirão Preto,RAO,SBRP,01/maio - 31/maio,Sexta Domingo
Congonhas,CGH,SBSP,06:35,09:50,Recife,REC,SBRF,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,06:55,10:10,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Congonhas,CGH,SBSP,07:00,10:15,Recife,REC,SBRF,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,14:40,18:00,Recife,REC,SBRF,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,18:35,21:55,Recife,REC,SBRF,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,19:20,22:40,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Congonhas,CGH,SBSP,20:55,00:15,Recife,REC,SBRF,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,22:05,01:15,Recife,REC,SBRF,01/maio - 31/maio,Terça Quinta
Congonhas,CGH,SBSP,06:05,07:10,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,06:20,07:25,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,06:45,07:50,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,07:00,08:05,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,07:30,08:35,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,08:00,09:05,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,08:40,09:45,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,09:20,10:25,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,10:05,11:15,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,10:45,11:50,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,11:15,12:20,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,11:45,12:50,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,12:25,13:30,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,13:00,14:05,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,14:00,15:05,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,14:35,15:40,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,15:10,16:15,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,15:35,16:40,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,16:15,17:20,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,16:45,17:50,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,17:35,18:40,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,18:25,19:25,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,18:55,20:00,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,19:35,20:40,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,20:10,21:15,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,20:50,21:55,Santos Dumont,SDU,SBRJ,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,10:45,12:00,São José do Rio Preto,SJP,SBSR,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,CGH,SBSP,22:05,23:20,São José do Rio Preto,SJP,SBSR,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Congonhas,CGH,SBSP,06:00,08:30,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,07:05,09:35,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,09:00,11:30,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado
Congonhas,CGH,SBSP,11:30,14:05,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado Domingo
Congonhas,CGH,SBSP,12:25,14:50,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,13:45,16:15,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,CGH,SBSP,15:25,17:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,16:25,18:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,19:40,22:10,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,20:25,22:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Domingo
Congonhas,CGH,SBSP,11:40,12:50,Uberaba,UBA,SBUR,01/maio - 31/maio,Terça Quinta
Congonhas,CGH,SBSP,12:35,13:50,Uberaba,UBA,SBUR,01/maio - 31/maio,Domingo
Congonhas,CGH,SBSP,13:20,14:40,Uberlândia,UDI,SBUL,01/maio - 31/maio,Sexta Domingo
Congonhas,CGH,SBSP,06:10,07:45,Vitória,VIX,SBVT,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,08:45,10:20,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,13:45,15:25,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,20:15,21:55,Vitória,VIX,SBVT,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,CGH,SBSP,13:15,14:50,Chapecó,XAP,SBCH,01/maio - 31/maio,Sexta Domingo
Campo Grande,CGR,SBCG,10:15,12:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Campo Grande,CGR,SBCG,16:25,19:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Campo Grande,CGR,SBCG,17:20,20:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Campo Grande,CGR,SBCG,17:45,20:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Campo Grande,CGR,SBCG,19:15,22:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Carajás,CKS,SBCJ,13:10,15:40,Confins,CNF,SBCF,01/maio - 31/maio,Domingo
Carajás,CKS,SBCJ,14:40,17:10,Confins,CNF,SBCF,01/maio - 31/maio,Segunda Terça Quinta Sexta
Confins,CNF,SBCF,01:10,02:15,Galeão,GIG,SBGL,01/maio - 31/maio,Quinta
Confins,CNF,SBCF,05:45,06:50,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,06:00,07:05,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Confins,CNF,SBCF,09:20,10:25,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta
Confins,CNF,SBCF,16:20,17:20,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,19:30,20:35,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,20:45,21:50,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Confins,CNF,SBCF,23:10,00:15,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,06:05,07:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Quarta Sábado Domingo
Confins,CNF,SBCF,06:20,07:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Terça Quinta Sexta
Confins,CNF,SBCF,11:00,12:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,15:25,16:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Confins,CNF,SBCF,16:25,17:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Confins,CNF,SBCF,18:55,20:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,10:35,12:20,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado
Confins,CNF,SBCF,11:50,13:35,Salvador,SSA,SBSV,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,15:25,17:10,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda Quinta Sábado
Córdova,COR,SACO,02:15,05:20,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Córdova,COR,SACO,04:15,07:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quinta Sábado
Córdova,COR,SACO,00:55,06:10,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Campina Grande,CPV,SBKG,03:10,04:35,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda Terça Sexta Sábado
Curitiba,CWB,SBCT,00:15,01:40,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Quinta
Curitiba,CWB,SBCT,05:25,06:50,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Curitiba,CWB,SBCT,05:55,07:10,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,10:00,11:25,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Curitiba,CWB,SBCT,10:35,12:00,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Curitiba,CWB,SBCT,14:00,15:25,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Curitiba,CWB,SBCT,14:30,15:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,19:05,20:30,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,06:00,07:15,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Curitiba,CWB,SBCT,11:15,12:20,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Curitiba,CWB,SBCT,11:35,12:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,14:50,15:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Curitiba,CWB,SBCT,18:40,19:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Curitiba,CWB,SBCT,19:15,20:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Curitiba,CWB,SBCT,22:50,23:55,Maringá,MGF,SBMG,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Curitiba,CWB,SBCT,11:00,13:50,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado
Caxias do Sul,CXJ,SBCX,16:10,18:15,Galeão,GIG,SBGL,01/maio - 31/maio,Terça Sábado
Cruzeiro do Sul,CZS,SBCZ,12:35,13:50,Rio Branco,RBR,SBRB,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Ezeiza,EZE,SAEZ,05:00,07:00,Florianópolis,FLN,SBFL,01/maio - 31/maio,Segunda Sexta
Ezeiza,EZE,SAEZ,09:40,11:45,Florianópolis,FLN,SBFL,01/maio - 31/maio,Domingo
Ezeiza,EZE,SAEZ,22:30,00:40,Florianópolis,FLN,SBFL,01/maio - 31/maio,Domingo
Ezeiza,EZE,SAEZ,02:00,07:45,Fortaleza,FOR,SBFZ,01/maio - 31/maio,Domingo
Ezeiza,EZE,SAEZ,12:15,15:15,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Ezeiza,EZE,SAEZ,13:30,16:30,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Ezeiza,EZE,SAEZ,19:00,23:50,Maceió,MCZ,SBMO,01/maio - 31/maio,Sábado
Fernando de Noronha,FEN,SBFN,15:30,18:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quinta Domingo
Fernando de Noronha,FEN,SBFN,14:25,14:35,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,05:25,06:55,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,06:00,07:30,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Florianópolis,FLN,SBFL,10:00,11:30,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado
Florianópolis,FLN,SBFL,12:40,14:05,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,14:45,16:15,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Sábado Domingo
Florianópolis,FLN,SBFL,16:40,18:10,Galeão,GIG,SBGL,01/maio - 31/maio,Terça Sexta Sábado Domingo
Florianópolis,FLN,SBFL,19:10,20:40,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Florianópolis,FLN,SBFL,23:55,01:25,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,06:00,07:30,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo
Florianópolis,FLN,SBFL,06:10,07:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Florianópolis,FLN,SBFL,11:00,12:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Florianópolis,FLN,SBFL,15:15,16:35,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quarta Quinta Sexta
Florianópolis,FLN,SBFL,15:30,16:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Sábado Domingo
Florianópolis,FLN,SBFL,19:10,20:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,19:35,20:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda
Florianópolis,FLN,SBFL,21:40,22:45,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta
Fortaleza,FOR,SBFZ,02:10,05:30,Galeão,GIG,SBGL,01/maio - 31/maio,Segunda Terça Sexta
Fortaleza,FOR,SBFZ,08:35,11:55,Galeão,GIG,SBGL,01/maio - 31/maio,Domingo
Fortaleza,FOR,SBFZ,11:30,14:50,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta
Fortaleza,FOR,SBFZ,13:35,16:55,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Fortaleza,FOR,SBFZ,16:00,19:20,Galeão,GIG,SBGL,01/maio - 31/maio,Sábado
Fortaleza,FOR,SBFZ,17:00,20:20,Galeão,GIG,SBGL,01/maio - 31/maio,Terça Domingo
Fortaleza,FOR,SBFZ,19:25,22:45,Galeão,GIG,SBGL,01/maio - 31/maio,Sexta Domingo
Fortaleza,FOR,SBFZ,20:00,23:20,Galeão,GIG,SBGL,01/maio - 31/maio,Quarta
Fortaleza,FOR,SBFZ,03:10,06:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Fortaleza,FOR,SBFZ,12:30,16:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quarta Quinta Sexta Sábado
Fortaleza,FOR,SBFZ,12:50,16:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Fortaleza,FOR,SBFZ,18:15,22:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo
Fortaleza,FOR,SBFZ,04:30,11:45,Orlando,MCO,KMCO,01/maio - 31/maio,Quinta
Fortaleza,FOR,SBFZ,01:25,08:15,Miami,MIA,KMIA,01/maio - 31/maio,Quarta Sábado
Fortaleza,FOR,SBFZ,12:05,13:55,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo
Santo Angelo,GEL,SBNM,19:35,21:35,Guarulhos,GRU,SBGR,01/maio - 31/maio,Terça Quinta Sábado
Galeão,GIG,SBGL,01:00,02:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda
Galeão,GIG,SBGL,05:55,07:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,06:40,07:50,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,10:50,12:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,11:20,12:30,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,15:55,17:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,17:00,18:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Quarta Sexta Sábado
Galeão,GIG,SBGL,19:15,20:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,19:50,21:00,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,20:05,21:15,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,20:55,22:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,21:40,22:55,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,00:35,02:20,Goiânia,GYN,SBGO,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,02:20,04:10,Goiânia,GYN,SBGO,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,04:15,06:05,Goiânia,GYN,SBGO,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,11:45,13:35,Goiânia,GYN,SBGO,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,15:50,17:35,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,23:05,00:50,Goiânia,GYN,SBGO,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,23:45,01:30,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,07:25,09:40,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,07:45,10:00,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,21:35,23:55,Foz do Iguaçu,IGU,SBFI,01/maio - 31/maio,Sexta Domingo Segunda Terça Quinta Sexta
Galeão,GIG,SBGL,07:40,10:40,João Pessoa,JPA,SBJP,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,23:35,02:35,João Pessoa,JPA,SBJP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quinta Sexta
Galeão,GIG,SBGL,21:50,01:00,Manaus,MAO,SBEG,01/maio - 31/maio,Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,07:45,10:20,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,13:45,16:25,Maceió,MCZ,SBMO,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,14:35,17:15,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,14:50,18:05,Montevidéu,MVD,SUMU,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,22:25,01:40,Montevidéu,MVD,SUMU,01/maio - 31/maio,Terça Quinta Domingo
Galeão,GIG,SBGL,07:45,10:50,Natal,NAT,SBSG,01/maio - 31/maio,Sábado Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,23:30,02:35,Natal,NAT,SBSG,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,GIG,SBGL,23:45,02:50,Natal,NAT,SBSG,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,07:30,09:05,Navegantes,NVT,SBNF,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,08:00,09:35,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta Sábado
Galeão,GIG,SBGL,17:00,18:35,Navegantes,NVT,SBNF,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,19:15,20:50,Navegantes,NVT,SBNF,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,04:00,06:10,Porto Alegre,POA,SBPA,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,04:50,07:00,Porto Alegre,POA,SBPA,01/maio - 31/maio,Segunda Domingo
Galeão,GIG,SBGL,06:00,08:05,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,07:40,09:45,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,11:20,13:25,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,14:20,16:25,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,14:40,16:45,Porto Alegre,POA,SBPA,01/maio - 31/maio,Segunda Terça Sexta Domingo
Galeão,GIG,SBGL,17:20,19:30,Porto Alegre,POA,SBPA,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,18:15,20:25,Porto Alegre,POA,SBPA,01/maio - 31/maio,Segunda Quinta Sexta
Galeão,GIG,SBGL,19:35,21:45,Porto Alegre,POA,SBPA,01/maio - 31/maio,Terça
Galeão,GIG,SBGL,19:55,22:05,Porto Alegre,POA,SBPA,01/maio - 31/maio,Quarta
Galeão,GIG,SBGL,22:25,00:40,Porto Alegre,POA,SBPA,01/maio - 31/maio,Terça Domingo
Galeão,GIG,SBGL,22:55,01:10,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,23:15,01:30,Porto Alegre,POA,SBPA,01/maio - 31/maio,Terça Sexta
Galeão,GIG,SBGL,23:35,01:50,Porto Alegre,POA,SBPA,01/maio - 31/maio,Segunda Quarta Quinta Sexta
Galeão,GIG,SBGL,02:20,05:10,Recife,REC,SBRF,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,02:40,05:30,Recife,REC,SBRF,01/maio - 31/maio,Segunda Domingo
Galeão,GIG,SBGL,07:25,10:15,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,08:35,11:25,Recife,REC,SBRF,01/maio - 31/maio,Segunda Quarta Sexta Sábado
Galeão,GIG,SBGL,08:50,11:40,Recife,REC,SBRF,01/maio - 31/maio,Terça Quinta
Galeão,GIG,SBGL,10:30,13:20,Recife,REC,SBRF,01/maio - 31/maio,Terça Quinta
Galeão,GIG,SBGL,13:40,16:30,Recife,REC,SBRF,01/maio - 31/maio,Sexta Sábado
Galeão,GIG,SBGL,13:55,16:45,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,19:10,22:05,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,23:30,02:25,Recife,REC,SBRF,01/maio - 31/maio,Quinta Sexta Domingo
Galeão,GIG,SBGL,23:30,02:25,Recife,REC,SBRF,01/maio - 31/maio,Sexta
Galeão,GIG,SBGL,22:30,02:05,Rosário,ROS,SAAR,01/maio - 31/maio,Terça Quinta Sábado
Galeão,GIG,SBGL,21:40,22:45,São José dos Campos,SJK,SBSJ,01/maio - 31/maio,Quarta Sexta Domingo
Galeão,GIG,SBGL,00:40,02:55,Salvador,SSA,SBSV,01/maio - 31/maio,Segunda
