Origem,Origem (IATA),Origem (ICAO),Saida,Chegada,Destino,Destino (IATA),Destino (ICAO),Periodo,Frequencia
Guarulhos,GRU,SBGR,08:50,10:35,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,13:10,15:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,16:45,18:35,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,GRU,SBGR,21:40,23:25,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo
Goiânia,GYN,SBGO,06:55,07:40,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Goiânia,GYN,SBGO,18:45,19:35,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
João Pessoa,JPA,SBJP,17:10,19:50,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Marabá,MAB,SBMA,04:15,06:15,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Manaus,MAO,SBEG,03:15,07:15,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Manaus,MAO,SBEG,15:50,19:45,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Orlando,MCO,KMCO,21:10,06:05,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Maceió,MCZ,SBMO,04:50,07:15,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta
Maceió,MCZ,SBMO,04:50,07:15,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Maceió,MCZ,SBMO,05:30,07:55,Brasília,BSB,SBBR,01/maio - 31/maio,Segunda Quarta Sábado Domingo
Maceió,MCZ,SBMO,13:35,16:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sábado
Maceió,MCZ,SBMO,17:00,19:30,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Miami,MIA,KMIA,22:35,07:15,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Natal,NAT,SBSG,05:10,08:00,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Natal,NAT,SBSG,17:15,20:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Palmas,PMW,SBPJ,06:40,08:00,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,05:10,07:40,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,17:05,19:35,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta
Porto Alegre,POA,SBPA,17:30,20:05,Brasília,BSB,SBBR,01/maio - 31/maio,Domingo
Porto Velho,PVH,SBPV,03:35,07:30,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado
Rio Branco,RBR,SBRB,01:50,07:10,Brasília,BSB,SBBR,01/maio - 31/maio,Quarta Sexta Domingo
Rio Branco,RBR,SBRB,14:40,20:00,Brasília,BSB,SBBR,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Recife,REC,SBRF,05:10,07:45,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Recife,REC,SBRF,17:05,19:45,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,06:00,07:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,09:35,11:25,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,11:35,13:20,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Santos Dumont,SDU,SBRJ,13:35,15:20,Brasília,BSB,SBBR,01/maio - 31/maio,Quinta
Santos Dumont,SDU,SBRJ,15:05,16:50,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,17:40,19:30,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,20:30,22:20,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
São Luís,SLZ,SBSL,17:35,20:05,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,06:00,07:55,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,14:10,16:05,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,17:50,19:50,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,19:05,21:05,Brasília,BSB,SBBR,01/maio - 31/maio,Quinta
Teresina,THE,SBTE,04:20,06:35,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Viracopos,VCP,SBKP,17:55,19:30,Brasília,BSB,SBBR,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,CGH,SBSP,10:55,12:00,Bonito,BYO,SBDB,01/maio - 31/maio,Sábado
Congonhas,CGH,SBSP,11:15,12:15,Bonito,BYO,SBDB,01/maio - 31/maio,Terça
Guarulhos,GRU,SBGR,08:55,10:35,Cascavel,CAC,SBCA,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,17:35,19:15,Cascavel,CAC,SBCA,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,18:05,19:40,Cascavel,CAC,SBCA,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,15:05,16:20,Cuiabá,CGB,SBCY,01/maio - 31/maio,Sexta
Congonhas,CGH,SBSP,15:45,17:05,Cuiabá,CGB,SBCY,01/maio - 31/maio,Sábado Domingo
Galeão,GIG,SBGL,02:00,04:00,Cuiabá,CGB,SBCY,01/maio - 31/maio,Quinta
Galeão,GIG,SBGL,14:40,16:40,Cuiabá,CGB,SBCY,01/maio - 31/maio,Terça Quinta Sábado
Guarulhos,GRU,SBGR,00:05,01:30,Cuiabá,CGB,SBCY,01/maio - 31/maio,Sábado
Guarulhos,GRU,SBGR,08:25,09:40,Cuiabá,CGB,SBCY,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,GRU,SBGR,23:10,00:35,Cuiabá,CGB,SBCY,01/maio - 31/maio,Segunda Quarta
Guarulhos,GRU,SBGR,23:40,01:05,Cuiabá,CGB,SBCY,01/maio - 31/maio,Terça Quinta Domingo
Campo Grande,CGR,SBCG,13:25,16:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Caldas Novas,CLV,SBCN,13:25,14:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Quinta
Caldas Novas,CLV,SBCN,14:30,16:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,06:55,08:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Confins,CNF,SBCF,08:05,09:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Confins,CNF,SBCF,08:10,09:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,08:45,10:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Confins,CNF,SBCF,09:20,10:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,10:20,11:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,CNF,SBCF,11:05,12:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Confins,CNF,SBCF,12:10,13:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,16:25,17:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Segunda Terça Quarta Quinta
Confins,CNF,SBCF,16:30,17:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Confins,CNF,SBCF,17:15,18:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Confins,CNF,SBCF,17:35,18:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,18:05,19:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,18:55,20:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Quarta
Confins,CNF,SBCF,19:30,20:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,07:05,08:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,09:00,10:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Curitiba,CWB,SBCT,09:55,11:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Curitiba,CWB,SBCT,10:20,11:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,11:20,12:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,12:35,13:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,14:55,16:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Curitiba,CWB,SBCT,18:30,19:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Quarta Domingo
Curitiba,CWB,SBCT,19:10,20:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Segunda Terça Quinta Sexta
Curitiba,CWB,SBCT,20:25,21:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Curitiba,CWB,SBCT,21:00,22:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Caxias do Sul,CXJ,SBCX,13:10,14:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Terça
Caxias do Sul,CXJ,SBCX,13:45,15:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Segunda Quarta Quinta Sexta
Caxias do Sul,CXJ,SBCX,14:05,15:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,06:00,07:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Florianópolis,FLN,SBFL,06:15,07:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Florianópolis,FLN,SBFL,08:10,09:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Florianópolis,FLN,SBFL,09:15,10:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Florianópolis,FLN,SBFL,09:15,10:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Florianópolis,FLN,SBFL,12:30,13:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Florianópolis,FLN,SBFL,13:50,14:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Florianópolis,FLN,SBFL,15:30,16:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Florianópolis,FLN,SBFL,18:35,19:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Florianópolis,FLN,SBFL,19:55,21:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Fortaleza,FOR,SBFZ,02:40,06:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Fortaleza,FOR,SBFZ,04:25,07:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Fortaleza,FOR,SBFZ,14:20,18:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Fortaleza,FOR,SBFZ,15:20,19:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Fortaleza,FOR,SBFZ,16:50,20:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Galeão,GIG,SBGL,08:55,10:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,12:45,14:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Galeão,GIG,SBGL,16:15,17:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Galeão,GIG,SBGL,18:40,20:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,19:20,20:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Galeão,GIG,SBGL,20:30,21:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Goiânia,GYN,SBGO,06:15,08:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Goiânia,GYN,SBGO,08:40,10:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Goiânia,GYN,SBGO,09:20,11:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Goiânia,GYN,SBGO,09:35,11:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Goiânia,GYN,SBGO,11:55,13:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Goiânia,GYN,SBGO,17:10,18:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Goiânia,GYN,SBGO,18:35,20:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Goiânia,GYN,SBGO,19:05,20:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,IGU,SBFI,14:30,16:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Ilhéus,IOS,SBIL,14:15,16:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Zona da Mata,IZA,SBZM,13:25,14:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Segunda Quarta Sexta
Zona da Mata,IZA,SBZM,15:00,16:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Joinville,JOI,SBJV,06:25,07:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Joinville,JOI,SBJV,13:25,14:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Quinta
Joinville,JOI,SBJV,13:45,14:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado Domingo
João Pessoa,JPA,SBJP,17:45,21:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Londrina,LDB,SBLO,12:50,14:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Londrina,LDB,SBLO,14:40,15:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Maceió,MCZ,SBMO,03:35,06:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado
Maceió,MCZ,SBMO,13:10,16:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Maceió,MCZ,SBMO,18:45,21:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Maringá,MGF,SBMG,15:20,16:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Montes Claros,MOC,SBMK,16:20,18:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Montes Claros,MOC,SBMK,16:40,18:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Navegantes,NVT,SBNF,09:45,10:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Navegantes,NVT,SBNF,11:55,13:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Navegantes,NVT,SBNF,16:20,17:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Navegantes,NVT,SBNF,16:30,17:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Navegantes,NVT,SBNF,18:00,19:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Navegantes,NVT,SBNF,19:20,20:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,07:00,08:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,08:05,09:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,09:15,10:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,10:40,12:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,11:35,13:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Porto Alegre,POA,SBPA,12:20,14:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado Domingo
Porto Alegre,POA,SBPA,12:35,14:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Porto Alegre,POA,SBPA,14:05,15:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Porto Alegre,POA,SBPA,16:20,18:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Porto Alegre,POA,SBPA,18:40,20:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Porto Alegre,POA,SBPA,19:05,20:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Porto Alegre,POA,SBPA,20:30,22:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Presidente Prudente,PPB,SBDN,14:05,15:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Ribeirão Preto,RAO,SBRP,10:00,11:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Ribeirão Preto,RAO,SBRP,18:40,19:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Recife,REC,SBRF,02:55,06:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Quarta Sexta
Recife,REC,SBRF,03:50,07:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Recife,REC,SBRF,05:10,08:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Recife,REC,SBRF,06:25,09:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Recife,REC,SBRF,06:30,09:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Recife,REC,SBRF,07:50,11:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Recife,REC,SBRF,10:50,14:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Recife,REC,SBRF,18:45,22:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,06:15,07:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,06:50,08:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Santos Dumont,SDU,SBRJ,06:55,08:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Santos Dumont,SDU,SBRJ,06:55,08:00,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado Domingo
Santos Dumont,SDU,SBRJ,07:55,09:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,08:20,09:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,08:55,10:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,09:25,10:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,09:55,11:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,10:25,11:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,11:05,12:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,12:00,13:05,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,12:30,13:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,13:05,14:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,13:35,14:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,14:15,15:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,14:45,15:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,15:45,16:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,16:30,17:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,17:00,18:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,17:35,18:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,18:00,19:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,18:35,19:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,19:20,20:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,20:15,21:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,SDU,SBRJ,20:45,21:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
São José do Rio Preto,SJP,SBSR,05:05,06:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Segunda Terça Quinta Sábado
São José do Rio Preto,SJP,SBSR,12:40,13:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,06:00,08:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Quarta Quinta Domingo
Salvador,SSA,SBSV,06:00,08:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Segunda Terça Sexta Sábado
Salvador,SSA,SBSV,07:00,09:35,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Salvador,SSA,SBSV,07:20,09:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Salvador,SSA,SBSV,09:10,11:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,10:15,12:55,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,11:50,14:30,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,12:10,14:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,14:40,17:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Salvador,SSA,SBSV,15:10,17:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,16:50,19:25,Congonhas,CGH,SBSP,01/maio - 31/maio,Quarta
Salvador,SSA,SBSV,17:10,19:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado Domingo
Salvador,SSA,SBSV,18:45,21:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Salvador,SSA,SBSV,19:40,22:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Uberaba,UBA,SBUR,13:30,14:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Terça Quinta
Uberaba,UBA,SBUR,14:30,15:50,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Uberlândia,UDI,SBUL,15:20,16:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta
Uberlândia,UDI,SBUL,15:55,17:15,Congonhas,CGH,SBSP,01/maio - 31/maio,Domingo
Vitória,VIX,SBVT,06:55,08:40,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Sábado Domingo
Vitória,VIX,SBVT,08:35,10:20,Congonhas,CGH,SBSP,01/maio - 31/maio,Sábado
Vitória,VIX,SBVT,11:00,12:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Vitória,VIX,SBVT,16:05,17:45,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Chapecó,XAP,SBCH,15:30,17:10,Congonhas,CGH,SBSP,01/maio - 31/maio,Sexta Domingo
Guarulhos,GRU,SBGR,08:40,09:30,Campo Grande,CGR,SBCG,01/maio - 31/maio,Segunda Quarta Sexta
Guarulhos,GRU,SBGR,08:55,09:40,Campo Grande,CGR,SBCG,01/maio - 31/maio,Domingo
Guarulhos,GRU,SBGR,14:50,15:45,Campo Grande,CGR,SBCG,01/maio - 31/maio,Sexta
Guarulhos,GRU,SBGR,15:50,16:45,Campo Grande,CGR,SBCG,01/maio - 31/maio,Sábado Domingo
Guarulhos,GRU,SBGR,17:40,18:30,Campo Grande,CGR,SBCG,01/maio - 31/maio,Sexta
Confins,CNF,SBCF,10:05,12:30,Carajás,CKS,SBCJ,01/maio - 31/maio,Domingo
Confins,CNF,SBCF,11:30,14:00,Carajás,CKS,SBCJ,01/maio - 31/maio,Segunda Terça Quinta Sexta
